<<<<<<< HEAD
<<<<<<< HEAD
2023-09-25 11:48:50 ------- Simulation started
2023-09-25 11:48:50 ------- The ship landed at Coordinate[x=6, y=6]
2023-09-25 11:48:50 ------- STEP: 0, EVENT: The rover has been deployed, UNIT: rover-1,POSITION [7,5]
2023-09-26 13:58:06 ------- STEP: 83, EVENT: POSITION, UNIT: rover-1,POSITION [12,8]
2023-09-26 13:58:06 ------- STEP: 83, EVENT: SCAN, UNIT: rover-1,POSITION [12,8]
2023-09-26 13:58:06 ------- STEP: 84, EVENT: POSITION, UNIT: rover-1,POSITION [11,7]
2023-09-26 13:58:06 ------- STEP: 84, EVENT: SCAN, UNIT: rover-1,POSITION [11,7]
2023-09-26 13:58:06 ------- STEP: 85, EVENT: POSITION, UNIT: rover-1,POSITION [10,8]
2023-09-26 13:58:06 ------- STEP: 85, EVENT: SCAN, UNIT: rover-1,POSITION [10,8]
2023-09-26 13:58:06 ------- STEP: 86, EVENT: POSITION, UNIT: rover-1,POSITION [9,7]
2023-09-26 13:58:06 ------- STEP: 86, EVENT: SCAN, UNIT: rover-1,POSITION [9,7]
2023-09-26 13:58:06 ------- STEP: 87, EVENT: POSITION, UNIT: rover-1,POSITION [9,8]
2023-09-26 13:58:06 ------- STEP: 87, EVENT: SCAN, UNIT: rover-1,POSITION [9,8]
2023-09-26 13:58:06 ------- STEP: 88, EVENT: POSITION, UNIT: rover-1,POSITION [8,8]
2023-09-26 13:58:06 ------- STEP: 88, EVENT: SCAN, UNIT: rover-1,POSITION [8,8]
2023-09-26 13:58:06 ------- STEP: 89, EVENT: POSITION, UNIT: rover-1,POSITION [7,9]
2023-09-26 13:58:06 ------- STEP: 89, EVENT: SCAN, UNIT: rover-1,POSITION [7,9]
2023-09-26 13:58:06 ------- STEP: 90, EVENT: POSITION, UNIT: rover-1,POSITION [8,10]
2023-09-26 13:58:06 ------- STEP: 90, EVENT: SCAN, UNIT: rover-1,POSITION [8,10]
2023-09-26 13:58:06 ------- STEP: 91, EVENT: POSITION, UNIT: rover-1,POSITION [7,11]
2023-09-26 13:58:06 ------- STEP: 91, EVENT: SCAN, UNIT: rover-1,POSITION [7,11]
2023-09-26 13:58:06 ------- STEP: 92, EVENT: POSITION, UNIT: rover-1,POSITION [7,12]
2023-09-26 13:58:06 ------- STEP: 92, EVENT: SCAN, UNIT: rover-1,POSITION [7,12]
2023-09-26 13:58:06 ------- STEP: 93, EVENT: POSITION, UNIT: rover-1,POSITION [8,13]
2023-09-26 13:58:06 ------- STEP: 93, EVENT: SCAN, UNIT: rover-1,POSITION [8,13]
2023-09-26 13:58:06 ------- STEP: 94, EVENT: POSITION, UNIT: rover-1,POSITION [8,12]
2023-09-26 13:58:06 ------- STEP: 94, EVENT: SCAN, UNIT: rover-1,POSITION [8,12]
2023-09-26 13:58:06 ------- STEP: 95, EVENT: POSITION, UNIT: rover-1,POSITION [9,12]
2023-09-26 13:58:06 ------- STEP: 95, EVENT: SCAN, UNIT: rover-1,POSITION [9,12]
2023-09-26 13:58:06 ------- STEP: 96, EVENT: POSITION, UNIT: rover-1,POSITION [8,11]
2023-09-26 13:58:06 ------- STEP: 96, EVENT: SCAN, UNIT: rover-1,POSITION [8,11]
2023-09-26 13:58:06 ------- STEP: 97, EVENT: POSITION, UNIT: rover-1,POSITION [9,10]
2023-09-26 13:58:06 ------- STEP: 97, EVENT: SCAN, UNIT: rover-1,POSITION [9,10]
2023-09-26 13:58:06 ------- STEP: 98, EVENT: POSITION, UNIT: rover-1,POSITION [9,11]
2023-09-26 13:58:06 ------- STEP: 98, EVENT: SCAN, UNIT: rover-1,POSITION [9,11]
2023-09-26 13:58:06 ------- STEP: 99, EVENT: POSITION, UNIT: rover-1,POSITION [10,11]
2023-09-26 13:58:06 ------- STEP: 99, EVENT: SCAN, UNIT: rover-1,POSITION [10,11]
2023-09-26 13:58:06 ------- STEP: 100, EVENT: POSITION, UNIT: rover-1,POSITION [10,12]
2023-09-26 13:58:06 ------- STEP: 100, EVENT: SCAN, UNIT: rover-1,POSITION [10,12]
2023-09-26 13:58:06 ------- STEP: 101, EVENT: POSITION, UNIT: rover-1,POSITION [10,13]
2023-09-26 13:58:06 ------- STEP: 101, EVENT: SCAN, UNIT: rover-1,POSITION [10,13]
2023-09-26 13:58:06 ------- STEP: 102, EVENT: POSITION, UNIT: rover-1,POSITION [9,14]
2023-09-26 13:58:06 ------- STEP: 102, EVENT: SCAN, UNIT: rover-1,POSITION [9,14]
2023-09-26 13:58:06 ------- STEP: 103, EVENT: POSITION, UNIT: rover-1,POSITION [8,15]
2023-09-26 13:58:06 ------- STEP: 103, EVENT: SCAN, UNIT: rover-1,POSITION [8,15]
2023-09-26 13:58:06 ------- STEP: 104, EVENT: POSITION, UNIT: rover-1,POSITION [9,15]
2023-09-26 13:58:06 ------- STEP: 104, EVENT: SCAN, UNIT: rover-1,POSITION [9,15]
2023-09-26 13:58:06 ------- STEP: 105, EVENT: POSITION, UNIT: rover-1,POSITION [8,16]
2023-09-26 13:58:06 ------- STEP: 105, EVENT: SCAN, UNIT: rover-1,POSITION [8,16]
2023-09-26 13:58:06 ------- STEP: 106, EVENT: POSITION, UNIT: rover-1,POSITION [9,17]
2023-09-26 13:58:06 ------- STEP: 106, EVENT: SCAN, UNIT: rover-1,POSITION [9,17]
2023-09-26 13:58:06 ------- STEP: 107, EVENT: POSITION, UNIT: rover-1,POSITION [10,17]
2023-09-26 13:58:06 ------- STEP: 107, EVENT: SCAN, UNIT: rover-1,POSITION [10,17]
2023-09-26 13:58:06 ------- STEP: 108, EVENT: POSITION, UNIT: rover-1,POSITION [10,18]
2023-09-26 13:58:06 ------- STEP: 108, EVENT: SCAN, UNIT: rover-1,POSITION [10,18]
2023-09-26 13:58:06 ------- STEP: 109, EVENT: POSITION, UNIT: rover-1,POSITION [9,18]
2023-09-26 13:58:06 ------- STEP: 109, EVENT: SCAN, UNIT: rover-1,POSITION [9,18]
2023-09-26 13:58:06 ------- STEP: 110, EVENT: POSITION, UNIT: rover-1,POSITION [10,19]
2023-09-26 13:58:06 ------- STEP: 110, EVENT: SCAN, UNIT: rover-1,POSITION [10,19]
2023-09-26 13:58:06 ------- STEP: 111, EVENT: POSITION, UNIT: rover-1,POSITION [11,20]
2023-09-26 13:58:06 ------- STEP: 111, EVENT: SCAN, UNIT: rover-1,POSITION [11,20]
2023-09-26 13:58:06 ------- STEP: 112, EVENT: POSITION, UNIT: rover-1,POSITION [12,20]
2023-09-26 13:58:06 ------- STEP: 112, EVENT: SCAN, UNIT: rover-1,POSITION [12,20]
2023-09-26 13:58:06 ------- STEP: 113, EVENT: POSITION, UNIT: rover-1,POSITION [13,21]
2023-09-26 13:58:06 ------- STEP: 113, EVENT: SCAN, UNIT: rover-1,POSITION [13,21]
2023-09-26 13:58:06 ------- STEP: 114, EVENT: POSITION, UNIT: rover-1,POSITION [12,21]
2023-09-26 13:58:06 ------- STEP: 114, EVENT: SCAN, UNIT: rover-1,POSITION [12,21]
2023-09-26 13:58:06 ------- STEP: 115, EVENT: POSITION, UNIT: rover-1,POSITION [11,21]
2023-09-26 13:58:06 ------- STEP: 115, EVENT: SCAN, UNIT: rover-1,POSITION [11,21]
2023-09-26 13:58:06 ------- STEP: 116, EVENT: POSITION, UNIT: rover-1,POSITION [10,20]
2023-09-26 13:58:06 ------- STEP: 116, EVENT: SCAN, UNIT: rover-1,POSITION [10,20]
2023-09-26 13:58:06 ------- STEP: 117, EVENT: POSITION, UNIT: rover-1,POSITION [11,19]
2023-09-26 13:58:06 ------- STEP: 117, EVENT: SCAN, UNIT: rover-1,POSITION [11,19]
2023-09-26 13:58:06 ------- STEP: 118, EVENT: POSITION, UNIT: rover-1,POSITION [12,19]
2023-09-26 13:58:06 ------- STEP: 118, EVENT: SCAN, UNIT: rover-1,POSITION [12,19]
2023-09-26 13:58:06 ------- STEP: 119, EVENT: POSITION, UNIT: rover-1,POSITION [13,18]
2023-09-26 13:58:06 ------- STEP: 119, EVENT: SCAN, UNIT: rover-1,POSITION [13,18]
2023-09-26 13:58:06 ------- STEP: 120, EVENT: POSITION, UNIT: rover-1,POSITION [14,17]
2023-09-26 13:58:06 ------- STEP: 120, EVENT: SCAN, UNIT: rover-1,POSITION [14,17]
2023-09-26 13:58:06 ------- STEP: 121, EVENT: POSITION, UNIT: rover-1,POSITION [13,16]
2023-09-26 13:58:06 ------- STEP: 121, EVENT: SCAN, UNIT: rover-1,POSITION [13,16]
2023-09-26 13:58:06 ------- STEP: 122, EVENT: POSITION, UNIT: rover-1,POSITION [12,16]
2023-09-26 13:58:06 ------- STEP: 122, EVENT: SCAN, UNIT: rover-1,POSITION [12,16]
2023-09-26 13:58:06 ------- STEP: 123, EVENT: POSITION, UNIT: rover-1,POSITION [11,17]
2023-09-26 13:58:06 ------- STEP: 123, EVENT: SCAN, UNIT: rover-1,POSITION [11,17]
2023-09-26 13:58:06 ------- STEP: 124, EVENT: POSITION, UNIT: rover-1,POSITION [11,18]
2023-09-26 13:58:06 ------- STEP: 124, EVENT: SCAN, UNIT: rover-1,POSITION [11,18]
2023-09-26 13:58:06 ------- STEP: 125, EVENT: POSITION, UNIT: rover-1,POSITION [12,17]
2023-09-26 13:58:06 ------- STEP: 125, EVENT: SCAN, UNIT: rover-1,POSITION [12,17]
2023-09-26 13:58:06 ------- STEP: 126, EVENT: POSITION, UNIT: rover-1,POSITION [11,16]
2023-09-26 13:58:06 ------- STEP: 126, EVENT: SCAN, UNIT: rover-1,POSITION [11,16]
2023-09-26 13:58:06 ------- STEP: 127, EVENT: POSITION, UNIT: rover-1,POSITION [10,16]
2023-09-26 13:58:06 ------- STEP: 127, EVENT: SCAN, UNIT: rover-1,POSITION [10,16]
2023-09-26 13:58:06 ------- STEP: 128, EVENT: POSITION, UNIT: rover-1,POSITION [9,16]
2023-09-26 13:58:06 ------- STEP: 128, EVENT: SCAN, UNIT: rover-1,POSITION [9,16]
2023-09-26 13:58:06 ------- STEP: 129, EVENT: POSITION, UNIT: rover-1,POSITION [8,17]
2023-09-26 13:58:06 ------- STEP: 129, EVENT: SCAN, UNIT: rover-1,POSITION [8,17]
2023-09-26 13:58:06 ------- STEP: 130, EVENT: POSITION, UNIT: rover-1,POSITION [7,17]
2023-09-26 13:58:06 ------- STEP: 130, EVENT: SCAN, UNIT: rover-1,POSITION [7,17]
2023-09-26 13:58:06 ------- STEP: 131, EVENT: POSITION, UNIT: rover-1,POSITION [6,17]
2023-09-26 13:58:06 ------- STEP: 131, EVENT: SCAN, UNIT: rover-1,POSITION [6,17]
2023-09-26 13:58:06 ------- STEP: 132, EVENT: POSITION, UNIT: rover-1,POSITION [5,18]
2023-09-26 13:58:06 ------- STEP: 132, EVENT: SCAN, UNIT: rover-1,POSITION [5,18]
2023-09-26 13:58:06 ------- STEP: 133, EVENT: POSITION, UNIT: rover-1,POSITION [6,19]
2023-09-26 13:58:06 ------- STEP: 133, EVENT: SCAN, UNIT: rover-1,POSITION [6,19]
2023-09-26 13:58:06 ------- STEP: 134, EVENT: POSITION, UNIT: rover-1,POSITION [7,20]
2023-09-26 13:58:06 ------- STEP: 134, EVENT: SCAN, UNIT: rover-1,POSITION [7,20]
2023-09-26 13:58:06 ------- STEP: 135, EVENT: POSITION, UNIT: rover-1,POSITION [6,21]
2023-09-26 13:58:06 ------- STEP: 135, EVENT: SCAN, UNIT: rover-1,POSITION [6,21]
2023-09-26 13:58:06 ------- STEP: 136, EVENT: POSITION, UNIT: rover-1,POSITION [7,22]
2023-09-26 13:58:06 ------- STEP: 136, EVENT: SCAN, UNIT: rover-1,POSITION [7,22]
2023-09-26 13:58:06 ------- STEP: 137, EVENT: POSITION, UNIT: rover-1,POSITION [6,23]
2023-09-26 13:58:06 ------- STEP: 137, EVENT: SCAN, UNIT: rover-1,POSITION [6,23]
2023-09-26 13:58:06 ------- STEP: 138, EVENT: POSITION, UNIT: rover-1,POSITION [6,24]
2023-09-26 13:58:06 ------- STEP: 138, EVENT: SCAN, UNIT: rover-1,POSITION [6,24]
2023-09-26 13:58:06 ------- STEP: 139, EVENT: POSITION, UNIT: rover-1,POSITION [5,24]
2023-09-26 13:58:06 ------- STEP: 139, EVENT: SCAN, UNIT: rover-1,POSITION [5,24]
2023-09-26 13:58:06 ------- STEP: 140, EVENT: POSITION, UNIT: rover-1,POSITION [4,23]
2023-09-26 13:58:06 ------- STEP: 140, EVENT: SCAN, UNIT: rover-1,POSITION [4,23]
2023-09-26 13:58:06 ------- STEP: 141, EVENT: POSITION, UNIT: rover-1,POSITION [5,23]
2023-09-26 13:58:06 ------- STEP: 141, EVENT: SCAN, UNIT: rover-1,POSITION [5,23]
2023-09-26 13:58:06 ------- STEP: 142, EVENT: POSITION, UNIT: rover-1,POSITION [5,22]
2023-09-26 13:58:06 ------- STEP: 142, EVENT: SCAN, UNIT: rover-1,POSITION [5,22]
2023-09-26 13:58:06 ------- STEP: 143, EVENT: POSITION, UNIT: rover-1,POSITION [4,21]
2023-09-26 13:58:06 ------- STEP: 143, EVENT: SCAN, UNIT: rover-1,POSITION [4,21]
2023-09-26 13:58:06 ------- STEP: 144, EVENT: POSITION, UNIT: rover-1,POSITION [3,22]
2023-09-26 13:58:06 ------- STEP: 144, EVENT: SCAN, UNIT: rover-1,POSITION [3,22]
2023-09-26 13:58:06 ------- STEP: 145, EVENT: POSITION, UNIT: rover-1,POSITION [3,21]
2023-09-26 13:58:06 ------- STEP: 145, EVENT: SCAN, UNIT: rover-1,POSITION [3,21]
2023-09-26 13:58:06 ------- STEP: 146, EVENT: POSITION, UNIT: rover-1,POSITION [2,20]
2023-09-26 13:58:06 ------- STEP: 146, EVENT: SCAN, UNIT: rover-1,POSITION [2,20]
2023-09-26 13:58:06 ------- STEP: 147, EVENT: POSITION, UNIT: rover-1,POSITION [2,21]
2023-09-26 13:58:06 ------- STEP: 147, EVENT: SCAN, UNIT: rover-1,POSITION [2,21]
2023-09-26 13:58:06 ------- STEP: 148, EVENT: POSITION, UNIT: rover-1,POSITION [1,22]
2023-09-26 13:58:06 ------- STEP: 148, EVENT: SCAN, UNIT: rover-1,POSITION [1,22]
2023-09-26 13:58:06 ------- STEP: 149, EVENT: POSITION, UNIT: rover-1,POSITION [1,21]
2023-09-26 13:58:06 ------- STEP: 149, EVENT: SCAN, UNIT: rover-1,POSITION [1,21]
2023-09-26 13:58:06 ------- STEP: 150, EVENT: POSITION, UNIT: rover-1,POSITION [0,21]
2023-09-26 13:58:06 ------- STEP: 150, EVENT: SCAN, UNIT: rover-1,POSITION [0,21]
2023-09-26 13:58:06 ------- STEP: 151, EVENT: POSITION, UNIT: rover-1,POSITION [0,20]
2023-09-26 13:58:06 ------- STEP: 151, EVENT: SCAN, UNIT: rover-1,POSITION [0,20]
2023-09-26 13:58:06 ------- STEP: 152, EVENT: POSITION, UNIT: rover-1,POSITION [0,19]
2023-09-26 13:58:06 ------- STEP: 152, EVENT: SCAN, UNIT: rover-1,POSITION [0,19]
2023-09-26 13:58:06 ------- STEP: 153, EVENT: POSITION, UNIT: rover-1,POSITION [1,19]
2023-09-26 13:58:06 ------- STEP: 153, EVENT: SCAN, UNIT: rover-1,POSITION [1,19]
2023-09-26 13:58:06 ------- STEP: 154, EVENT: POSITION, UNIT: rover-1,POSITION [1,18]
2023-09-26 13:58:06 ------- STEP: 154, EVENT: SCAN, UNIT: rover-1,POSITION [1,18]
2023-09-26 13:58:06 ------- STEP: 155, EVENT: POSITION, UNIT: rover-1,POSITION [0,17]
2023-09-26 13:58:06 ------- STEP: 155, EVENT: SCAN, UNIT: rover-1,POSITION [0,17]
2023-09-26 13:58:06 ------- STEP: 156, EVENT: POSITION, UNIT: rover-1,POSITION [0,16]
2023-09-26 13:58:06 ------- STEP: 156, EVENT: SCAN, UNIT: rover-1,POSITION [0,16]
2023-09-26 13:58:06 ------- STEP: 157, EVENT: POSITION, UNIT: rover-1,POSITION [1,17]
2023-09-26 13:58:06 ------- STEP: 157, EVENT: SCAN, UNIT: rover-1,POSITION [1,17]
2023-09-26 13:58:06 ------- STEP: 158, EVENT: POSITION, UNIT: rover-1,POSITION [2,18]
2023-09-26 13:58:06 ------- STEP: 158, EVENT: SCAN, UNIT: rover-1,POSITION [2,18]
2023-09-26 13:58:06 ------- STEP: 159, EVENT: POSITION, UNIT: rover-1,POSITION [3,18]
2023-09-26 13:58:06 ------- STEP: 159, EVENT: SCAN, UNIT: rover-1,POSITION [3,18]
2023-09-26 13:58:06 ------- STEP: 160, EVENT: POSITION, UNIT: rover-1,POSITION [4,19]
2023-09-26 13:58:06 ------- STEP: 160, EVENT: SCAN, UNIT: rover-1,POSITION [4,19]
2023-09-26 13:58:06 ------- STEP: 161, EVENT: POSITION, UNIT: rover-1,POSITION [4,20]
2023-09-26 13:58:06 ------- STEP: 161, EVENT: SCAN, UNIT: rover-1,POSITION [4,20]
2023-09-26 13:58:06 ------- STEP: 162, EVENT: POSITION, UNIT: rover-1,POSITION [3,20]
2023-09-26 13:58:06 ------- STEP: 162, EVENT: SCAN, UNIT: rover-1,POSITION [3,20]
2023-09-26 13:58:06 ------- STEP: 163, EVENT: POSITION, UNIT: rover-1,POSITION [2,19]
2023-09-26 13:58:06 ------- STEP: 163, EVENT: SCAN, UNIT: rover-1,POSITION [2,19]
2023-09-26 13:58:06 ------- STEP: 164, EVENT: POSITION, UNIT: rover-1,POSITION [3,19]
2023-09-26 13:58:06 ------- STEP: 164, EVENT: SCAN, UNIT: rover-1,POSITION [3,19]
2023-09-26 13:58:06 ------- STEP: 165, EVENT: POSITION, UNIT: rover-1,POSITION [4,18]
2023-09-26 13:58:06 ------- STEP: 165, EVENT: SCAN, UNIT: rover-1,POSITION [4,18]
2023-09-26 13:58:06 ------- STEP: 166, EVENT: POSITION, UNIT: rover-1,POSITION [5,19]
2023-09-26 13:58:06 ------- STEP: 166, EVENT: SCAN, UNIT: rover-1,POSITION [5,19]
2023-09-26 13:58:06 ------- STEP: 167, EVENT: POSITION, UNIT: rover-1,POSITION [5,20]
2023-09-26 13:58:06 ------- STEP: 167, EVENT: SCAN, UNIT: rover-1,POSITION [5,20]
2023-09-26 13:58:06 ------- STEP: 168, EVENT: POSITION, UNIT: rover-1,POSITION [6,20]
2023-09-26 13:58:06 ------- STEP: 168, EVENT: SCAN, UNIT: rover-1,POSITION [6,20]
2023-09-26 13:58:06 ------- STEP: 169, EVENT: POSITION, UNIT: rover-1,POSITION [5,21]
2023-09-26 13:58:06 ------- STEP: 169, EVENT: SCAN, UNIT: rover-1,POSITION [5,21]
2023-09-26 13:58:06 ------- STEP: 170, EVENT: POSITION, UNIT: rover-1,POSITION [6,22]
2023-09-26 13:58:06 ------- STEP: 170, EVENT: SCAN, UNIT: rover-1,POSITION [6,22]
2023-09-26 13:58:06 ------- STEP: 171, EVENT: POSITION, UNIT: rover-1,POSITION [7,23]
2023-09-26 13:58:06 ------- STEP: 171, EVENT: SCAN, UNIT: rover-1,POSITION [7,23]
2023-09-26 13:58:06 ------- STEP: 172, EVENT: POSITION, UNIT: rover-1,POSITION [8,22]
2023-09-26 13:58:06 ------- STEP: 172, EVENT: SCAN, UNIT: rover-1,POSITION [8,22]
2023-09-26 13:58:06 ------- STEP: 173, EVENT: POSITION, UNIT: rover-1,POSITION [7,21]
2023-09-26 13:58:06 ------- STEP: 173, EVENT: SCAN, UNIT: rover-1,POSITION [7,21]
2023-09-26 13:58:06 ------- STEP: 174, EVENT: POSITION, UNIT: rover-1,POSITION [8,21]
2023-09-26 13:58:06 ------- STEP: 174, EVENT: SCAN, UNIT: rover-1,POSITION [8,21]
2023-09-26 13:58:06 ------- STEP: 175, EVENT: POSITION, UNIT: rover-1,POSITION [9,21]
2023-09-26 13:58:06 ------- STEP: 175, EVENT: SCAN, UNIT: rover-1,POSITION [9,21]
2023-09-26 13:58:06 ------- STEP: 176, EVENT: POSITION, UNIT: rover-1,POSITION [9,22]
2023-09-26 13:58:06 ------- STEP: 176, EVENT: SCAN, UNIT: rover-1,POSITION [9,22]
2023-09-26 13:58:06 ------- STEP: 177, EVENT: POSITION, UNIT: rover-1,POSITION [9,23]
2023-09-26 13:58:06 ------- STEP: 177, EVENT: SCAN, UNIT: rover-1,POSITION [9,23]
2023-09-26 13:58:06 ------- STEP: 178, EVENT: POSITION, UNIT: rover-1,POSITION [8,24]
2023-09-26 13:58:06 ------- STEP: 178, EVENT: SCAN, UNIT: rover-1,POSITION [8,24]
2023-09-26 13:58:06 ------- STEP: 179, EVENT: POSITION, UNIT: rover-1,POSITION [9,24]
2023-09-26 13:58:06 ------- STEP: 179, EVENT: SCAN, UNIT: rover-1,POSITION [9,24]
2023-09-26 13:58:06 ------- STEP: 180, EVENT: POSITION, UNIT: rover-1,POSITION [10,25]
2023-09-26 13:58:06 ------- STEP: 180, EVENT: SCAN, UNIT: rover-1,POSITION [10,25]
2023-09-26 13:58:06 ------- STEP: 181, EVENT: POSITION, UNIT: rover-1,POSITION [9,25]
2023-09-26 13:58:06 ------- STEP: 181, EVENT: SCAN, UNIT: rover-1,POSITION [9,25]
2023-09-26 13:58:06 ------- STEP: 182, EVENT: POSITION, UNIT: rover-1,POSITION [9,26]
2023-09-26 13:58:06 ------- STEP: 182, EVENT: SCAN, UNIT: rover-1,POSITION [9,26]
2023-09-26 13:58:06 ------- STEP: 183, EVENT: POSITION, UNIT: rover-1,POSITION [10,27]
2023-09-26 13:58:06 ------- STEP: 183, EVENT: SCAN, UNIT: rover-1,POSITION [10,27]
2023-09-26 13:58:06 ------- STEP: 184, EVENT: POSITION, UNIT: rover-1,POSITION [11,26]
2023-09-26 13:58:06 ------- STEP: 184, EVENT: SCAN, UNIT: rover-1,POSITION [11,26]
2023-09-26 13:58:06 ------- STEP: 185, EVENT: POSITION, UNIT: rover-1,POSITION [11,25]
2023-09-26 13:58:06 ------- STEP: 185, EVENT: SCAN, UNIT: rover-1,POSITION [11,25]
2023-09-26 13:58:06 ------- STEP: 186, EVENT: POSITION, UNIT: rover-1,POSITION [10,26]
2023-09-26 13:58:06 ------- STEP: 186, EVENT: SCAN, UNIT: rover-1,POSITION [10,26]
2023-09-26 13:58:06 ------- STEP: 187, EVENT: POSITION, UNIT: rover-1,POSITION [9,27]
2023-09-26 13:58:06 ------- STEP: 187, EVENT: SCAN, UNIT: rover-1,POSITION [9,27]
2023-09-26 13:58:06 ------- STEP: 188, EVENT: POSITION, UNIT: rover-1,POSITION [9,28]
2023-09-26 13:58:06 ------- STEP: 188, EVENT: SCAN, UNIT: rover-1,POSITION [9,28]
2023-09-26 13:58:06 ------- STEP: 189, EVENT: POSITION, UNIT: rover-1,POSITION [8,28]
2023-09-26 13:58:06 ------- STEP: 189, EVENT: SCAN, UNIT: rover-1,POSITION [8,28]
2023-09-26 13:58:06 ------- STEP: 190, EVENT: POSITION, UNIT: rover-1,POSITION [7,28]
2023-09-26 13:58:06 ------- STEP: 190, EVENT: SCAN, UNIT: rover-1,POSITION [7,28]
2023-09-26 13:58:06 ------- STEP: 191, EVENT: POSITION, UNIT: rover-1,POSITION [7,29]
2023-09-26 13:58:06 ------- STEP: 191, EVENT: SCAN, UNIT: rover-1,POSITION [7,29]
2023-09-26 13:58:06 ------- STEP: 192, EVENT: POSITION, UNIT: rover-1,POSITION [6,30]
2023-09-26 13:58:06 ------- STEP: 192, EVENT: SCAN, UNIT: rover-1,POSITION [6,30]
2023-09-26 13:58:06 ------- STEP: 193, EVENT: POSITION, UNIT: rover-1,POSITION [6,29]
2023-09-26 13:58:06 ------- STEP: 193, EVENT: SCAN, UNIT: rover-1,POSITION [6,29]
2023-09-26 13:58:06 ------- STEP: 194, EVENT: POSITION, UNIT: rover-1,POSITION [6,28]
2023-09-26 13:58:06 ------- STEP: 194, EVENT: SCAN, UNIT: rover-1,POSITION [6,28]
2023-09-26 13:58:06 ------- STEP: 195, EVENT: POSITION, UNIT: rover-1,POSITION [5,28]
2023-09-26 13:58:06 ------- STEP: 195, EVENT: SCAN, UNIT: rover-1,POSITION [5,28]
2023-09-26 13:58:06 ------- STEP: 196, EVENT: POSITION, UNIT: rover-1,POSITION [4,28]
2023-09-26 13:58:06 ------- STEP: 196, EVENT: SCAN, UNIT: rover-1,POSITION [4,28]
2023-09-26 13:58:06 ------- STEP: 197, EVENT: POSITION, UNIT: rover-1,POSITION [4,29]
2023-09-26 13:58:06 ------- STEP: 197, EVENT: SCAN, UNIT: rover-1,POSITION [4,29]
2023-09-26 13:58:06 ------- STEP: 198, EVENT: POSITION, UNIT: rover-1,POSITION [3,30]
2023-09-26 13:58:06 ------- STEP: 198, EVENT: SCAN, UNIT: rover-1,POSITION [3,30]
2023-09-26 13:58:06 ------- STEP: 199, EVENT: POSITION, UNIT: rover-1,POSITION [4,30]
2023-09-26 13:58:06 ------- STEP: 199, EVENT: SCAN, UNIT: rover-1,POSITION [4,30]
2023-09-26 13:58:06 ------- STEP: 200, EVENT: POSITION, UNIT: rover-1,POSITION [3,29]
2023-09-26 13:58:06 ------- STEP: 200, EVENT: SCAN, UNIT: rover-1,POSITION [3,29]
2023-09-26 13:58:06 ------- STEP: 201, EVENT: POSITION, UNIT: rover-1,POSITION [3,28]
2023-09-26 13:58:06 ------- STEP: 201, EVENT: SCAN, UNIT: rover-1,POSITION [3,28]
2023-09-26 13:58:06 ------- STEP: 202, EVENT: POSITION, UNIT: rover-1,POSITION [2,29]
2023-09-26 13:58:06 ------- STEP: 202, EVENT: SCAN, UNIT: rover-1,POSITION [2,29]
2023-09-26 13:58:06 ------- STEP: 203, EVENT: POSITION, UNIT: rover-1,POSITION [2,30]
2023-09-26 13:58:06 ------- STEP: 203, EVENT: SCAN, UNIT: rover-1,POSITION [2,30]
2023-09-26 13:58:06 ------- STEP: 204, EVENT: POSITION, UNIT: rover-1,POSITION [2,31]
2023-09-26 13:58:06 ------- STEP: 204, EVENT: SCAN, UNIT: rover-1,POSITION [2,31]
2023-09-26 13:58:06 ------- STEP: 205, EVENT: POSITION, UNIT: rover-1,POSITION [3,31]
2023-09-26 13:58:06 ------- STEP: 205, EVENT: SCAN, UNIT: rover-1,POSITION [3,31]
2023-09-26 13:58:06 ------- STEP: 206, EVENT: POSITION, UNIT: rover-1,POSITION [4,32]
2023-09-26 13:58:06 ------- STEP: 206, EVENT: SCAN, UNIT: rover-1,POSITION [4,32]
2023-09-26 13:58:06 ------- STEP: 207, EVENT: POSITION, UNIT: rover-1,POSITION [4,33]
2023-09-26 13:58:06 ------- STEP: 207, EVENT: SCAN, UNIT: rover-1,POSITION [4,33]
2023-09-26 13:58:06 ------- STEP: 208, EVENT: POSITION, UNIT: rover-1,POSITION [5,32]
2023-09-26 13:58:06 ------- STEP: 208, EVENT: SCAN, UNIT: rover-1,POSITION [5,32]
2023-09-26 13:58:06 ------- STEP: 209, EVENT: POSITION, UNIT: rover-1,POSITION [6,32]
2023-09-26 13:58:06 ------- STEP: 209, EVENT: SCAN, UNIT: rover-1,POSITION [6,32]
2023-09-26 13:58:06 ------- STEP: 210, EVENT: POSITION, UNIT: rover-1,POSITION [6,31]
2023-09-26 13:58:06 ------- STEP: 210, EVENT: SCAN, UNIT: rover-1,POSITION [6,31]
2023-09-26 13:58:06 ------- STEP: 211, EVENT: POSITION, UNIT: rover-1,POSITION [5,31]
2023-09-26 13:58:06 ------- STEP: 211, EVENT: SCAN, UNIT: rover-1,POSITION [5,31]
2023-09-26 13:58:06 ------- STEP: 212, EVENT: POSITION, UNIT: rover-1,POSITION [4,31]
2023-09-26 13:58:06 ------- STEP: 212, EVENT: SCAN, UNIT: rover-1,POSITION [4,31]
2023-09-26 13:58:06 ------- STEP: 213, EVENT: POSITION, UNIT: rover-1,POSITION [3,32]
